-66,-63,-71,-70,-54,-66,-69,-75
-69,-68,-74,-75,-56,-64,-69,-72
-66,-68,-71,-74,-54,-66,-69,-74
-68,-67,-72,-75,-54,-62,-74,-73
-52,-62,-71,-71,-68,-71,-67,-74
-50,-65,-72,-73,-64,-67,-73,-74
-49,-65,-70,-72,-65,-68,-70,-69
-48,-63,-70,-72,-66,-64,-70,-74
-59,-62,-73,-73,-63,-66,-70,-72
-53,-66,-69,-75,-64,-67,-72,-69
-55,-61,-67,-77,-61,-65,-74,-73
-59,-64,-70,-72,-62,-67,-68,-71
-59,-64,-68,-71,-62,-68,-70,-76
-60,-64,-68,-72,-61,-62,-73,-74
-60,-65,-68,-76,-58,-66,-70,-73
-61,-65,-69,-76,-55,-68,-70,-70
-61,-66,-70,-73,-62,-65,-71,-71
-63,-65,-69,-76,-58,-65,-71,-74
-62,-69,-73,-71,-54,-64,-70,-76
-63,-66,-70,-74,-58,-63,-73,-73
-62,-68,-67,-73,-55,-64,-67,-70
-64,-67,-69,-80,-52,-65,-69,-74
-65,-68,-71,-73,-57,-66,-69,-71
-64,-63,-70,-72,-56,-64,-66,-72
-64,-68,-70,-73,-55,-61,-71,-77
-50,-64,-72,-74,-65,-67,-73,-75
-47,-62,-72,-74,-65,-68,-73,-74
-48,-62,-70,-74,-66,-68,-69,-72
-53,-61,-69,-72,-64,-68,-73,-75
-58,-60,-68,-73,-61,-67,-67,-75
-57,-61,-67,-73,-65,-65,-69,-75
-57,-63,-68,-73,-62,-65,-70,-75
-57,-64,-68,-71,-59,-68,-66,-76
-57,-64,-69,-76,-64,-68,-72,-73
-60,-67,-72,-69,-65,-63,-68,-75
-59,-62,-71,-68,-60,-67,-70,-71
-58,-67,-70,-74,-59,-64,-70,-80
-60,-64,-70,-72,-56,-66,-71,-71
-68,-65,-71,-74,-56,-63,-70,-72
-65,-66,-72,-70,-56,-60,-71,-72
-61,-67,-71,-70,-57,-65,-71,-72
-63,-65,-69,-71,-56,-65,-66,-73
-68,-65,-71,-70,-55,-63,-73,-74
-65,-66,-69,-73,-53,-61,-70,-70
-66,-65,-71,-74,-54,-63,-71,-73
-66,-66,-71,-72,-52,-67,-69,-72
-49,-64,-67,-73,-66,-63,-69,-73
-48,-61,-72,-72,-65,-67,-70,-73
-51,-61,-66,-73,-65,-66,-71,-72
-52,-66,-69,-71,-64,-66,-73,-74
-54,-60,-67,-73,-63,-61,-70,-73
-55,-63,-72,-72,-62,-66,-75,-73
-56,-63,-70,-73,-61,-66,-69,-70
-58,-63,-70,-72,-59,-67,-69,-71
-58,-63,-68,-74,-62,-62,-71,-72
-58,-64,-69,-73,-60,-62,-72,-71
-59,-63,-69,-70,-60,-63,-65,-75
-60,-61,-67,-72,-56,-64,-68,-73
-63,-65,-73,-76,-55,-67,-70,-70
-62,-62,-69,-73,-57,-62,-67,-74
-63,-66,-70,-74,-57,-63,-69,-70
-65,-68,-69,-72,-55,-63,-69,-73
-63,-64,-69,-72,-55,-64,-72,-71
-61,-68,-72,-75,-50,-61,-65,-72
-64,-70,-72,-75,-52,-67,-73,-74
-65,-68,-72,-75,-52,-61,-66,-72
-67,-65,-72,-75,-53,-64,-69,-72
-47,-63,-66,-72,-69,-68,-68,-72
-51,-65,-68,-71,-62,-66,-72,-71
-48,-60,-66,-72,-65,-68,-72,-70
-51,-60,-66,-70,-67,-62,-70,-72
-55,-59,-67,-73,-63,-66,-70,-68
-56,-62,-71,-73,-63,-65,-73,-71
-56,-62,-66,-73,-62,-62,-67,-72
-56,-61,-65,-72,-66,-64,-70,-75
-58,-65,-70,-68,-59,-64,-70,-70
-58,-64,-68,-72,-65,-63,-65,-73
-59,-66,-68,-71,-59,-67,-68,-69
-62,-64,-76,-70,-57,-64,-68,-72
-60,-68,-70,-74,-61,-62,-67,-72
-60,-66,-70,-72,-59,-63,-69,-73
-63,-70,-68,-69,-58,-59,-68,-71
-61,-64,-69,-70,-55,-62,-66,-74
-64,-65,-69,-75,-54,-61,-68,-74
-68,-68,-67,-72,-51,-60,-72,-73
-60,-66,-71,-72,-53,-60,-67,-72
-64,-69,-73,-73,-48,-66,-67,-71
-67,-67,-71,-73,-57,-62,-66,-69
-48,-59,-67,-70,-68,-69,-71,-69
-52,-63,-65,-71,-63,-67,-70,-73
-50,-60,-62,-76,-62,-65,-68,-69
-52,-64,-68,-75,-68,-71,-73,-75
-51,-63,-67,-70,-64,-62,-71,-69
-54,-62,-66,-73,-66,-63,-68,-72
-56,-61,-69,-73,-56,-66,-67,-69
-56,-64,-67,-75,-60,-66,-70,-74
-58,-65,-73,-72,-58,-61,-67,-71
-61,-62,-68,-67,-63,-63,-67,-74
-62,-58,-68,-68,-59,-68,-72,-73
-64,-63,-65,-71,-61,-59,-67,-72
-59,-61,-69,-72,-58,-64,-68,-71
-61,-65,-69,-69,-56,-61,-67,-71
-64,-65,-68,-72,-56,-58,-69,-73
-67,-63,-68,-74,-57,-63,-69,-69
-61,-66,-70,-73,-52,-60,-68,-72
-62,-69,-68,-74,-51,-57,-68,-73
-64,-68,-67,-73,-54,-60,-73,-74
-62,-68,-71,-75,-55,-58,-68,-72
-70,-67,-71,-70,-50,-64,-71,-73
-53,-58,-65,-72,-68,-68,-73,-69
-55,-59,-69,-73,-64,-65,-70,-77
-56,-60,-69,-73,-67,-65,-73,-74
-50,-63,-68,-70,-64,-65,-72,-74
-56,-63,-65,-71,-67,-65,-69,-73
-57,-62,-67,-69,-66,-60,-69,-74
-57,-58,-72,-74,-62,-63,-71,-71
-58,-65,-63,-73,-65,-66,-67,-71
-59,-60,-68,-76,-63,-66,-67,-73
-59,-61,-68,-74,-59,-63,-70,-72
-61,-61,-65,-71,-54,-65,-67,-73
-63,-61,-72,-73,-60,-63,-68,-71
-61,-63,-67,-73,-60,-62,-69,-67
-62,-65,-69,-73,-60,-66,-69,-75
-62,-63,-70,-68,-63,-64,-64,-73
-58,-67,-67,-73,-56,-60,-65,-70
-64,-65,-69,-72,-56,-60,-68,-72
-62,-64,-67,-73,-60,-58,-67,-77
-65,-65,-70,-72,-56,-58,-69,-72
-62,-67,-69,-71,-56,-56,-69,-74
-65,-65,-67,-73,-60,-61,-65,-70
-55,-58,-67,-73,-67,-71,-70,-75
-52,-61,-72,-69,-63,-67,-70,-74
-53,-60,-68,-70,-68,-64,-70,-72
-52,-60,-68,-74,-65,-67,-69,-74
-57,-59,-68,-68,-63,-64,-68,-75
-52,-57,-68,-70,-61,-62,-70,-68
-56,-57,-65,-75,-62,-62,-67,-74
-56,-58,-67,-70,-61,-64,-69,-72
-58,-57,-68,-70,-63,-64,-67,-73
-58,-62,-66,-72,-62,-66,-68,-72
-60,-63,-69,-74,-61,-64,-67,-71
-61,-64,-67,-71,-58,-60,-68,-74
-62,-63,-69,-70,-56,-60,-71,-72
-62,-66,-71,-71,-57,-64,-67,-67
-62,-67,-70,-76,-60,-60,-71,-71
-63,-64,-68,-70,-57,-55,-70,-72
-64,-65,-67,-72,-57,-60,-70,-71
-66,-63,-64,-66,-57,-58,-67,-71
-66,-64,-69,-76,-53,-59,-67,-70
-63,-63,-67,-73,-57,-60,-70,-71
-64,-67,-68,-70,-56,-59,-65,-72
-58,-62,-68,-70,-63,-67,-70,-76
-57,-57,-68,-73,-68,-68,-74,-75
-50,-58,-66,-67,-68,-66,-70,-71
-57,-58,-67,-75,-68,-65,-70,-75
-59,-60,-66,-73,-64,-65,-69,-71
-56,-58,-71,-74,-63,-63,-67,-70
-59,-62,-70,-71,-61,-65,-69,-69
-58,-59,-66,-70,-63,-61,-73,-74
-59,-63,-67,-70,-61,-64,-67,-69
-61,-58,-66,-70,-61,-64,-70,-69
-59,-64,-69,-69,-60,-61,-67,-72
-64,-62,-67,-71,-57,-60,-69,-72
-64,-64,-67,-72,-59,-63,-66,-70
-64,-60,-68,-71,-58,-65,-68,-68
-66,-65,-68,-74,-62,-60,-67,-72
-60,-67,-66,-75,-58,-60,-69,-72
-65,-66,-67,-75,-56,-60,-65,-72
-63,-66,-68,-69,-58,-58,-68,-70
-67,-66,-66,-72,-55,-58,-68,-68
-66,-70,-72,-73,-58,-63,-70,-71
-66,-69,-70,-70,-57,-59,-60,-71
-54,-57,-70,-71,-68,-69,-70,-72
-55,-56,-67,-69,-68,-67,-65,-70
-54,-59,-72,-69,-63,-68,-70,-69
-59,-55,-68,-68,-63,-65,-69,-72
-57,-59,-65,-71,-62,-65,-63,-71
-58,-59,-65,-72,-65,-65,-66,-73
-60,-62,-66,-71,-61,-64,-68,-69
-61,-59,-67,-72,-63,-61,-69,-72
-60,-62,-67,-71,-64,-59,-65,-69
-59,-61,-64,-70,-63,-61,-70,-70
-61,-61,-69,-71,-59,-63,-65,-73
-61,-62,-67,-69,-59,-64,-69,-72
-61,-63,-63,-73,-61,-62,-70,-72
-62,-61,-69,-75,-61,-56,-71,-71
-67,-63,-68,-72,-60,-61,-70,-72
-62,-64,-71,-70,-57,-57,-66,-71
-61,-65,-69,-71,-57,-56,-69,-73
-63,-64,-71,-67,-56,-58,-65,-69
-65,-64,-69,-71,-58,-59,-63,-66
-65,-66,-70,-69,-54,-58,-67,-71
-65,-67,-71,-73,-59,-58,-67,-69
-56,-54,-66,-67,-67,-65,-72,-72
-57,-54,-71,-69,-65,-66,-70,-70
-57,-54,-68,-71,-63,-64,-69,-72
-62,-56,-70,-71,-65,-64,-75,-69
-60,-59,-68,-68,-68,-68,-65,-73
-60,-58,-67,-71,-62,-63,-70,-73
-58,-58,-69,-71,-65,-66,-67,-68
-61,-58,-66,-71,-63,-66,-68,-72
-60,-61,-66,-71,-65,-61,-67,-71
-61,-59,-68,-72,-62,-59,-65,-72
-63,-61,-68,-72,-62,-62,-64,-69
-58,-60,-69,-70,-60,-63,-68,-70
-60,-62,-68,-71,-60,-61,-67,-70
-63,-66,-69,-74,-56,-56,-66,-70
-68,-62,-68,-75,-59,-59,-69,-71
-63,-67,-67,-72,-61,-56,-66,-70
-65,-65,-64,-73,-62,-57,-65,-71
-66,-67,-71,-71,-60,-57,-67,-73
-67,-63,-69,-70,-57,-58,-65,-69
-65,-65,-71,-74,-55,-58,-67,-70
-68,-61,-69,-72,-61,-58,-66,-68
-56,-55,-61,-71,-64,-69,-70,-72
-58,-56,-69,-69,-64,-68,-68,-70
-59,-57,-66,-73,-66,-63,-70,-74
-61,-54,-65,-70,-66,-65,-72,-73
-59,-54,-66,-69,-63,-65,-67,-70
-61,-57,-66,-68,-68,-65,-67,-72
-61,-56,-68,-70,-63,-63,-65,-66
-60,-58,-63,-73,-63,-63,-67,-71
-60,-60,-65,-67,-63,-61,-70,-72
-61,-60,-65,-72,-61,-62,-63,-70
-64,-63,-69,-70,-62,-57,-66,-74
-60,-62,-65,-67,-62,-59,-66,-72
-63,-62,-68,-70,-61,-60,-66,-70
-66,-65,-68,-73,-59,-57,-68,-72
-63,-61,-65,-71,-58,-57,-65,-69
-63,-59,-68,-73,-59,-63,-68,-71
-63,-62,-68,-74,-60,-56,-67,-70
-66,-63,-66,-71,-58,-58,-66,-71
-65,-63,-67,-72,-57,-57,-66,-75
-68,-67,-70,-71,-63,-53,-67,-66
-67,-66,-70,-70,-61,-56,-67,-69
-59,-53,-64,-69,-70,-65,-66,-75
-57,-53,-67,-73,-68,-67,-67,-73
-58,-52,-63,-65,-64,-70,-66,-74
-60,-52,-69,-73,-70,-67,-65,-73
-63,-54,-64,-73,-69,-62,-66,-73
-59,-56,-66,-67,-66,-66,-67,-70
-59,-57,-66,-69,-63,-67,-66,-69
-64,-61,-64,-70,-66,-66,-68,-71
-62,-59,-67,-70,-65,-62,-67,-69
-61,-61,-69,-71,-60,-62,-66,-68
-62,-57,-69,-72,-64,-60,-67,-71
-61,-64,-68,-66,-60,-58,-70,-72
-66,-61,-67,-72,-65,-57,-66,-70
-63,-64,-66,-70,-59,-60,-63,-72
-61,-65,-66,-71,-66,-58,-65,-70
-64,-65,-69,-71,-61,-53,-64,-71
-59,-61,-69,-71,-59,-56,-66,-72
-69,-67,-66,-72,-59,-59,-67,-69
-66,-62,-67,-71,-56,-54,-64,-70
-68,-63,-65,-67,-59,-55,-66,-68
-69,-67,-69,-70,-60,-55,-69,-70
-61,-54,-63,-67,-65,-64,-73,-71
-60,-52,-63,-69,-69,-62,-65,-72
-64,-52,-69,-70,-68,-63,-68,-70
-56,-52,-62,-73,-66,-65,-68,-72
-60,-56,-67,-69,-64,-66,-69,-71
-61,-54,-68,-74,-67,-63,-70,-72
-62,-52,-64,-71,-66,-64,-65,-70
-64,-58,-64,-70,-63,-63,-62,-76
-59,-59,-63,-69,-67,-64,-66,-69
-62,-58,-66,-70,-66,-60,-68,-68
-63,-62,-64,-73,-61,-57,-67,-72
-62,-56,-67,-71,-61,-57,-66,-70
-59,-62,-65,-68,-65,-60,-68,-70
-64,-66,-64,-69,-62,-60,-68,-66
-63,-60,-64,-73,-63,-56,-65,-70
-65,-65,-71,-75,-62,-57,-62,-69
-68,-63,-64,-73,-61,-58,-64,-70
-64,-62,-66,-68,-61,-52,-69,-70
-68,-63,-68,-70,-58,-53,-64,-72
-67,-63,-68,-73,-62,-55,-65,-68
-67,-65,-75,-67,-58,-56,-66,-72
-58,-49,-66,-69,-68,-65,-69,-74
-60,-49,-62,-70,-67,-68,-68,-68
-63,-53,-62,-71,-70,-64,-67,-71
-58,-57,-63,-68,-71,-64,-69,-72
-63,-55,-61,-70,-65,-65,-64,-72
-59,-58,-66,-68,-66,-60,-66,-71
-62,-58,-68,-70,-65,-61,-67,-70
-66,-57,-67,-68,-65,-60,-67,-70
-61,-53,-66,-72,-64,-66,-67,-68
-62,-57,-66,-69,-60,-63,-69,-72
-62,-55,-67,-72,-63,-58,-66,-72
-63,-61,-66,-68,-61,-61,-66,-71
-67,-62,-68,-69,-63,-61,-66,-69
-63,-64,-62,-72,-64,-59,-67,-69
-66,-62,-65,-70,-63,-59,-65,-69
-63,-63,-68,-70,-64,-54,-67,-70
-67,-61,-66,-69,-62,-56,-68,-67
-69,-64,-69,-70,-63,-54,-67,-69
-68,-66,-70,-69,-60,-52,-64,-72
-66,-65,-68,-67,-61,-51,-64,-70
-69,-65,-69,-69,-61,-55,-65,-70
-62,-47,-64,-69,-67,-67,-66,-70
-61,-50,-63,-67,-68,-66,-68,-66
-64,-50,-62,-70,-67,-65,-63,-72
-63,-49,-60,-69,-64,-64,-67,-70
-62,-51,-63,-66,-65,-62,-66,-71
-65,-53,-65,-68,-65,-62,-61,-71
-64,-50,-63,-67,-63,-65,-66,-72
-63,-53,-66,-66,-66,-62,-66,-70
-62,-57,-63,-66,-64,-61,-61,-69
-63,-59,-66,-68,-64,-61,-65,-66
-61,-62,-63,-68,-67,-59,-68,-69
-68,-61,-65,-71,-65,-57,-66,-67
-64,-62,-68,-67,-62,-55,-68,-69
-66,-60,-70,-70,-63,-56,-61,-69
-68,-63,-67,-71,-65,-55,-59,-66
-61,-64,-65,-71,-64,-56,-65,-72
-69,-66,-68,-67,-60,-55,-65,-68
-66,-66,-66,-69,-60,-54,-67,-69
-69,-67,-65,-69,-61,-53,-67,-66
-64,-69,-66,-68,-62,-53,-63,-70
-67,-64,-72,-70,-63,-53,-68,-73
-62,-50,-67,-64,-67,-66,-69,-74
-60,-48,-68,-75,-70,-68,-65,-72
-62,-51,-62,-68,-66,-63,-70,-70
-62,-50,-61,-69,-68,-64,-66,-75
-63,-54,-63,-67,-66,-65,-66,-66
-61,-55,-66,-72,-65,-64,-69,-70
-66,-57,-62,-69,-63,-63,-68,-71
-62,-58,-61,-68,-64,-61,-65,-65
-66,-58,-61,-75,-68,-62,-67,-68
-62,-60,-65,-69,-68,-58,-66,-68
-62,-63,-68,-70,-61,-56,-64,-69
-65,-62,-64,-67,-62,-58,-69,-70
-64,-63,-65,-69,-67,-54,-67,-68
-68,-61,-67,-70,-62,-56,-65,-68
-63,-61,-66,-71,-59,-57,-68,-67
-67,-63,-67,-70,-65,-56,-64,-69
-67,-63,-66,-71,-63,-52,-63,-69
-61,-67,-68,-74,-62,-51,-60,-66
-64,-65,-70,-69,-64,-50,-63,-68
-64,-64,-68,-68,-63,-55,-65,-69
-68,-64,-65,-69,-60,-53,-65,-67
-62,-53,-64,-69,-66,-62,-69,-72
-65,-51,-61,-70,-69,-65,-68,-70
-64,-52,-62,-68,-66,-63,-66,-70
-60,-56,-64,-66,-70,-66,-66,-69
-65,-53,-64,-71,-64,-59,-64,-69
-63,-58,-64,-69,-65,-60,-64,-69
-66,-53,-65,-68,-65,-64,-64,-68
-63,-55,-64,-69,-63,-64,-64,-69
-60,-59,-64,-67,-66,-64,-63,-71
-64,-59,-58,-69,-68,-57,-62,-68
-65,-59,-60,-71,-67,-62,-66,-70
-65,-62,-65,-71,-66,-59,-61,-69
-67,-59,-66,-69,-66,-56,-59,-72
-61,-61,-63,-71,-63,-59,-64,-69
-63,-63,-68,-67,-63,-60,-64,-74
-65,-63,-66,-66,-66,-55,-63,-72
-70,-64,-67,-73,-65,-54,-60,-70
-64,-66,-66,-73,-61,-52,-64,-67
-68,-64,-61,-69,-65,-54,-64,-69
-66,-68,-69,-68,-61,-54,-64,-71
-69,-67,-71,-73,-62,-50,-64,-68
-67,-50,-61,-64,-70,-67,-67,-69
-65,-53,-59,-69,-70,-66,-65,-67
-68,-54,-63,-67,-66,-65,-69,-70
-66,-54,-60,-69,-66,-67,-68,-69
-66,-53,-61,-70,-67,-63,-68,-68
-66,-51,-63,-67,-69,-65,-67,-70
-64,-54,-64,-69,-63,-60,-63,-69
-63,-56,-60,-70,-68,-62,-64,-67
-63,-57,-61,-70,-66,-59,-63,-72
-66,-61,-64,-68,-65,-61,-68,-69
-67,-60,-65,-67,-67,-60,-63,-66
-66,-62,-63,-66,-66,-62,-62,-71
-66,-61,-62,-72,-65,-60,-64,-69
-68,-64,-64,-68,-64,-56,-61,-68
-65,-61,-65,-69,-65,-57,-60,-68
-65,-64,-64,-69,-62,-56,-59,-70
-63,-64,-65,-69,-63,-57,-62,-68
-67,-62,-68,-70,-65,-50,-63,-65
-65,-63,-61,-71,-66,-53,-61,-72
-68,-63,-65,-70,-63,-56,-63,-71
-67,-67,-69,-66,-67,-57,-65,-65
-64,-55,-60,-65,-68,-65,-65,-72
-66,-51,-63,-68,-68,-68,-63,-70
-65,-53,-60,-70,-69,-66,-69,-69
-64,-52,-61,-68,-66,-64,-65,-68
-61,-56,-64,-66,-68,-63,-66,-69
-63,-56,-63,-70,-66,-67,-64,-69
-65,-55,-64,-69,-66,-64,-67,-69
-65,-55,-64,-67,-68,-65,-63,-66
-64,-57,-65,-68,-63,-61,-63,-71
-68,-58,-64,-65,-67,-57,-60,-69
-64,-60,-65,-69,-66,-62,-62,-68
-71,-62,-65,-68,-63,-58,-61,-71
-70,-62,-66,-68,-67,-60,-62,-68
-66,-64,-65,-68,-63,-55,-61,-71
-69,-66,-63,-67,-63,-57,-63,-67
-66,-65,-63,-66,-70,-57,-61,-64
-66,-65,-68,-73,-61,-52,-61,-66
-64,-66,-64,-66,-60,-55,-59,-69
-67,-67,-65,-71,-64,-56,-61,-66
-67,-65,-66,-69,-65,-58,-61,-68
-67,-65,-66,-69,-64,-58,-62,-68
-64,-57,-61,-65,-70,-66,-64,-69
-65,-53,-63,-66,-69,-68,-67,-70
-65,-53,-61,-62,-67,-62,-65,-69
-66,-57,-59,-66,-67,-64,-64,-69
-67,-54,-59,-64,-70,-62,-63,-68
-64,-57,-61,-68,-68,-61,-65,-69
-64,-55,-63,-68,-65,-62,-65,-70
-67,-60,-58,-69,-68,-61,-63,-74
-61,-56,-64,-64,-68,-63,-63,-69
-66,-58,-60,-69,-63,-63,-63,-68
-63,-58,-65,-70,-66,-62,-66,-71
-71,-62,-62,-68,-62,-62,-61,-66
-66,-63,-64,-68,-63,-60,-63,-63
-63,-62,-64,-69,-64,-58,-62,-71
-68,-64,-65,-69,-69,-61,-62,-67
-66,-65,-67,-67,-67,-56,-59,-71
-68,-66,-64,-71,-64,-58,-64,-66
-69,-65,-63,-67,-65,-58,-63,-65
-64,-65,-64,-71,-66,-57,-61,-66
-72,-65,-65,-69,-66,-55,-62,-67
-67,-66,-68,-66,-64,-56,-61,-69
-68,-56,-59,-64,-71,-63,-66,-70
-65,-54,-59,-68,-68,-67,-71,-71
-68,-55,-59,-65,-67,-66,-62,-70
-67,-56,-58,-68,-69,-63,-68,-70
-64,-58,-57,-63,-65,-68,-68,-71
-64,-57,-60,-68,-69,-68,-63,-70
-67,-56,-63,-69,-64,-62,-68,-67
-68,-65,-60,-69,-66,-60,-63,-67
-67,-61,-59,-66,-62,-61,-63,-69
-67,-60,-62,-65,-65,-59,-65,-68
-63,-60,-63,-64,-67,-59,-61,-66
-65,-63,-66,-67,-67,-61,-62,-67
-65,-60,-63,-64,-65,-61,-61,-68
-64,-62,-65,-69,-66,-59,-64,-69
-67,-62,-64,-65,-66,-59,-60,-68
-67,-64,-69,-70,-65,-57,-60,-67
-68,-62,-64,-68,-64,-54,-65,-64
-68,-62,-67,-71,-63,-54,-62,-68
-66,-67,-66,-70,-64,-61,-62,-63
-69,-68,-64,-69,-65,-54,-58,-65
-71,-70,-67,-69,-62,-58,-59,-66
-63,-58,-60,-67,-67,-66,-63,-70
-63,-58,-61,-62,-67,-66,-66,-70
-65,-59,-58,-65,-69,-66,-65,-70
-66,-54,-59,-63,-67,-67,-63,-69
-65,-59,-56,-67,-65,-65,-65,-68
-66,-58,-60,-67,-69,-63,-64,-69
-63,-59,-59,-70,-66,-66,-63,-72
-63,-60,-62,-67,-68,-65,-60,-68
-69,-63,-61,-62,-69,-58,-61,-67
-66,-59,-61,-69,-67,-62,-64,-68
-64,-63,-63,-67,-68,-62,-62,-64
-67,-61,-63,-69,-70,-60,-64,-67
-68,-61,-63,-67,-64,-62,-67,-63
-65,-65,-64,-66,-67,-60,-64,-65
-69,-61,-65,-66,-65,-57,-61,-67
-69,-60,-63,-66,-64,-56,-62,-67
-68,-68,-65,-72,-65,-57,-60,-68
-71,-66,-63,-69,-67,-59,-62,-64
-67,-65,-68,-69,-67,-56,-59,-68
-73,-66,-69,-67,-70,-59,-59,-68
-68,-69,-67,-67,-68,-59,-59,-67
-65,-60,-56,-67,-67,-66,-67,-69
-70,-60,-58,-65,-68,-65,-66,-70
-66,-59,-60,-68,-67,-63,-67,-70
-64,-60,-60,-65,-70,-69,-61,-68
-65,-56,-58,-66,-67,-64,-65,-67
-67,-57,-61,-65,-68,-65,-69,-67
-65,-58,-59,-70,-68,-64,-64,-64
-64,-60,-61,-67,-66,-62,-64,-66
-67,-61,-59,-65,-67,-63,-66,-67
-68,-63,-58,-67,-67,-63,-63,-67
-68,-61,-62,-70,-68,-59,-64,-69
-67,-65,-62,-67,-66,-62,-61,-66
-69,-62,-64,-68,-68,-64,-65,-65
-69,-64,-67,-67,-64,-62,-60,-68
-68,-65,-65,-66,-64,-63,-61,-66
-68,-64,-66,-69,-65,-59,-61,-69
-67,-64,-65,-68,-67,-60,-57,-66
-71,-62,-65,-69,-66,-58,-57,-69
-64,-65,-66,-68,-65,-61,-59,-66
-68,-66,-67,-67,-67,-59,-59,-65
-66,-64,-67,-71,-65,-57,-56,-67
-64,-56,-58,-64,-69,-66,-68,-68
-68,-58,-56,-69,-70,-65,-69,-68
-64,-59,-56,-63,-67,-68,-67,-69
-67,-59,-56,-67,-69,-60,-63,-64
-68,-60,-59,-63,-66,-65,-65,-65
-65,-62,-57,-67,-69,-61,-67,-69
-68,-60,-59,-72,-69,-66,-65,-69
-66,-59,-58,-65,-65,-64,-64,-66
-66,-65,-60,-66,-71,-58,-64,-63
-70,-63,-60,-63,-67,-61,-62,-68
-68,-64,-56,-64,-72,-63,-61,-66
-67,-64,-64,-68,-64,-60,-61,-62
-66,-66,-64,-70,-69,-62,-62,-65
-70,-65,-63,-65,-69,-58,-60,-68
-64,-67,-62,-63,-67,-63,-62,-66
-70,-61,-65,-64,-67,-59,-61,-66
-71,-65,-63,-70,-69,-59,-55,-63
-68,-67,-62,-68,-66,-61,-58,-67
-72,-66,-65,-68,-66,-62,-57,-66
-66,-65,-66,-67,-65,-61,-55,-68
-71,-65,-71,-70,-67,-59,-64,-64
-70,-59,-59,-66,-69,-68,-66,-70
-68,-59,-55,-68,-68,-67,-66,-65
-66,-56,-52,-70,-68,-64,-65,-69
-67,-59,-55,-62,-68,-63,-61,-71
-67,-61,-54,-68,-69,-64,-65,-68
-69,-59,-57,-65,-68,-63,-63,-66
-67,-60,-59,-67,-70,-65,-65,-69
-69,-62,-57,-65,-73,-62,-62,-66
-72,-59,-59,-63,-69,-62,-61,-62
-70,-64,-61,-67,-65,-65,-59,-66
-72,-64,-63,-66,-64,-58,-60,-66
-69,-64,-62,-66,-69,-65,-57,-64
-69,-66,-60,-71,-69,-63,-62,-64
-68,-66,-64,-65,-66,-63,-59,-67
-65,-64,-65,-67,-67,-60,-58,-68
-68,-64,-62,-68,-70,-59,-58,-65
